I,Q
-0.758824,0.517672
0.679571,0.638264
-0.766767,0.726799
-0.746328,0.880674
-0.655398,0.712646
-0.675496,0.628717
0.752498,0.825593
0.643102,0.69281
0.624126,0.704162
0.496836,0.726031
-0.511779,0.742908
0.617493,-0.716555
0.751327,0.818537
-0.849354,-0.614057
-0.830531,0.874051
0.750293,0.486417
-0.542277,-0.628599
-0.662126,-0.634948
-0.851898,0.548831
0.63825,0.791565
0.749965,0.664436
-0.637007,-0.676889
-0.659485,0.806974
0.883299,-0.666361
0.755291,0.675118
0.722738,0.657388
0.65139,0.816161
-1.017119,-0.63245
0.573907,0.75435
0.563968,-0.604504
0.654827,0.84269
-0.744889,-0.787103
0.557906,-0.986851
-0.694363,-0.619809
0.651583,0.792665
-0.827871,0.609866
-0.670189,0.553213
0.930023,0.775603
-0.71859,0.796312
0.646156,0.890191
-0.707321,-0.696266
0.850783,-0.695736
0.609744,0.536683
0.684708,-0.620053
-0.80035,-0.696507
0.733629,0.743578
-0.626589,0.682858
0.765802,-0.732251
-0.617576,-0.561196
0.712264,0.778665
-0.772347,0.743104
-0.82982,-0.558513
0.668287,-0.689581
-0.69758,0.672238
0.753141,-0.658482
0.637004,-0.546481
-0.567893,0.722358
0.617035,-0.796048
0.87702,-0.486846
0.574498,0.906752
-0.727964,0.810219
0.70464,-0.816078
-0.676714,-0.629259
1.029534,0.540284
0.591183,-0.853248
-0.528777,-0.78157
0.831628,-0.533029
0.638876,-0.645028
0.686326,0.726799
-0.662122,-0.551003
0.918756,0.66325
-0.84235,-0.828868
-0.710736,0.775778
-0.524895,-0.735721
-0.598881,-0.885595
-0.765361,0.868729
-0.597065,-0.824681
0.670239,0.714707
0.754647,0.619307
-1.075723,-0.532601
0.842141,-0.540954
-0.826741,0.637548
0.696919,0.700552
-0.567267,0.787273
0.646709,0.611859
-0.710594,-0.896919
-0.696117,-0.832346
-0.677425,0.770296
0.708732,0.678197
-0.817763,0.727157
-0.66218,0.76001
0.62229,0.409171
-0.69773,-0.689246
0.773222,-0.848101
-0.683131,0.773782
0.670243,-0.470975
0.635047,0.869016
-0.792249,0.690018
0.744904,-0.578734
0.538594,-0.729328
0.891012,0.528323
0.784194,0.813557
-0.807054,-0.867475
-0.62456,-0.686896
0.669157,0.551299
-0.668423,0.726812
0.934178,-0.600171
-0.524035,0.713574
0.509455,-0.630889
0.699902,0.874198
-0.646062,0.65826
0.853444,-0.668788
-0.895996,-0.826335
-0.726295,-0.647409
0.638521,-0.621047
-0.836585,0.847488
-0.551973,0.70218
0.569514,-0.74732
-0.860118,0.658829
-0.577716,-0.699228
0.745837,-0.761859
0.621805,-0.703626
-0.632586,0.839846
0.968093,-0.513939
0.672887,0.630318
0.694268,0.86216
-0.540901,0.775153
-0.715871,0.672456
-0.779362,-0.749971
0.743469,-0.897081
0.71188,-0.596156
-0.682188,0.808449
0.707979,0.709792
0.798197,0.777772
0.818441,0.760213
0.859462,-0.687996
0.731881,-0.707962
0.525687,-0.724674
-0.62447,-0.701481
-0.723182,-0.693766
0.670422,0.605023
0.677552,-0.624546
0.844909,-0.476138
0.731841,0.668155
-0.568761,0.66731
-0.750646,0.691115
-0.664186,0.798402
-0.773156,0.630407
-0.701859,-0.751361
-0.646467,0.939455
-0.76022,0.753306
-0.721617,0.73743
-0.754633,0.697699
0.621715,0.678555
-1.02106,-0.601169
-0.721808,-0.717655
-0.735395,0.835337
0.502131,0.763113
0.544203,0.76009
-0.681044,0.767809
-0.589023,-0.686214
0.719075,0.675803
-0.734977,0.636155
-0.730464,0.465909
0.947831,0.523327
-0.781649,-0.834744
-0.713814,-0.761932
0.688702,-0.701915
0.610359,-0.672442
-0.612553,-0.565816
-0.782731,0.644612
0.573909,-0.630038
0.7113,0.705605
0.573713,0.795149
0.78251,0.654451
0.592829,0.749105
-0.76532,0.780031
0.64673,0.769726
0.788572,0.810168
0.610379,-0.950652
0.745516,-0.853024
-0.863543,0.535179
-0.766921,0.578619
0.621012,-0.73433
-0.697898,-0.846452
-0.779302,-0.741477
0.708159,-0.825105
0.777387,0.375714
0.770375,-0.876373
0.853766,-0.744579
0.731619,-0.901768
0.724316,-0.608092
-0.69287,-0.798615
0.747595,0.822343
-0.760355,0.626957
-0.883837,-0.723267
0.812141,0.793003
0.691395,-0.706519
-0.596332,-0.717563
0.687443,0.82719
-0.812393,-0.7053
-0.750989,0.660872
-0.719344,0.760567
0.855929,0.671679
-0.628172,-0.675805
-0.868981,0.712001
0.758571,0.69454
-0.702624,-0.685256
-0.819745,0.705581
-0.696411,0.698483
0.636342,-0.773621
0.706801,-0.663577
0.628068,0.762989
0.569428,-0.749631
-0.802787,-0.508592
-0.776893,-0.831025
0.741637,-0.675977
