I,Q
0.265071,-0.808427
0.425146,-0.41512
-0.60779,-1.066185
0.913059,0.672647
-0.678985,-0.74936
0.370273,-0.353269
1.067169,0.749299
0.64468,-0.801238
0.682487,-0.51329
-0.730937,-0.806194
0.599364,-0.342925
-0.422908,0.596984
-0.535201,0.894956
-0.731546,0.405192
-0.832772,-0.745641
-0.537395,0.62387
0.716402,-0.954351
-0.495612,-1.067096
-0.901674,0.632032
0.703888,0.832061
-0.796898,-0.649536
0.722333,-0.534661
0.797428,-1.070287
-0.422264,0.82908
0.556924,0.313973
0.866152,0.737606
0.872519,-0.482335
0.238107,-0.651074
0.801217,0.695334
-0.484918,-0.782468
0.613279,0.964246
-0.693297,-0.570471
0.775077,0.426667
-0.733249,0.521769
-0.385251,-0.615669
-0.97802,0.528369
-0.670645,0.609361
-0.382317,0.781023
0.883214,0.144062
-0.797462,0.158966
-0.364903,0.833905
0.722881,0.494737
1.137659,1.160859
-0.518279,0.594137
0.669876,-0.700753
0.519927,0.969073
-0.578327,0.937903
0.181865,1.18746
0.693394,0.619628
-0.627436,0.793062
0.692932,-0.724897
0.639739,-0.853036
-0.935524,0.516895
-0.84445,0.886038
0.664439,-0.709501
-0.567623,-0.667378
-0.766487,0.790048
-0.707695,0.726153
0.781949,0.497502
-0.62975,-0.695227
-0.724413,0.470921
0.61282,0.899624
-0.722,0.194651
-0.754191,-0.753784
-0.820344,-0.381869
-0.679512,0.791683
0.593689,-0.700166
-0.995512,0.295834
0.881777,1.046983
-0.785906,-0.528377
0.569511,-0.894789
0.672078,-0.788107
-0.734128,0.885223
-0.866238,-0.525371
0.699788,-0.673469
0.339609,0.664517
-0.843704,-0.574023
-1.194366,0.826437
0.460856,-0.767247
-0.442935,-0.699248
0.772064,0.266801
-0.158024,-0.916064
0.311849,0.720935
-0.55025,0.639273
-0.689987,1.06087
0.669195,-1.124284
-0.895317,0.647328
0.922954,-0.920608
-0.980308,0.559813
0.740151,-0.774838
-0.792883,-0.760667
0.981309,0.579519
0.635369,0.709658
0.850423,-0.672821
-0.498437,0.601079
0.786317,0.736742
0.432683,1.059853
0.701639,1.029236
-0.398027,0.861376
0.685371,-0.599874
-0.301178,0.88065
0.607372,0.893124
-0.855865,-0.610174
-0.514303,-0.536531
-0.554149,0.697778
0.788754,-0.693278
0.585495,0.629358
-0.438299,-0.614275
-1.027489,-0.729329
-1.147872,0.68892
0.483547,0.525888
0.842459,0.856698
-0.693065,0.973703
0.550736,0.873908
-0.774733,0.664186
0.231457,-0.527286
0.641752,-0.752265
-0.558713,-0.665041
0.746278,-0.933445
0.854473,0.906384
0.867558,1.258954
0.640041,-0.976026
-0.783945,-0.508549
-0.32381,-0.59203
0.73934,-0.684154
-0.890271,0.507646
-0.776919,-0.782509
0.353884,-1.270153
0.737282,-0.809314
-1.173409,0.801735
0.82741,0.505145
0.697624,0.782821
0.79593,0.60424
0.919506,-0.310837
0.221335,-0.633891
-0.542084,0.54632
0.72985,-0.463743
-0.845902,-0.591636
0.924413,0.471485
0.817751,-0.500075
0.622626,0.606357
-0.291355,0.760815
0.645844,0.567264
0.421992,0.930882
-0.638602,-0.816816
0.486471,0.864112
-0.599144,-0.765388
0.668418,0.773601
0.500116,0.795889
0.67808,-0.879939
-0.571836,0.735805
-0.459396,0.898342
0.902051,-0.467672
0.722945,0.342019
-0.778929,0.755159
-0.591348,-0.55146
0.430776,-1.013238
0.34448,0.606317
-0.729902,0.651539
-0.560606,-0.489132
-0.540431,-0.719884
0.506103,-0.995639
0.656973,-0.158923
-0.6492,-0.812011
-0.832005,0.657179
-0.765901,0.755928
-0.773633,-0.784189
0.473472,-0.943917
1.076269,-0.896639
0.472307,-0.536519
0.828561,0.771272
0.52333,-0.161647
-1.033555,0.708866
1.012643,0.261998
-0.805372,0.515433
-0.465938,0.812131
0.534912,0.830059
0.581044,-0.963253
-0.510828,0.659801
0.972123,0.739101
-1.211295,0.878092
-0.786582,-0.946973
-0.660234,0.992777
-0.83249,-0.814578
0.74027,-0.55326
-0.24524,-0.877407
0.643239,-1.002395
-0.595888,0.882066
0.722896,-0.742142
-0.689391,-0.768511
1.043656,1.020527
-0.774553,0.701024
-0.753854,-1.004074
0.524057,-0.805517
0.523066,0.422964
0.420037,0.732557
-0.856293,-0.723102
-0.917955,0.814975
0.736002,0.673993
-0.89225,0.603097
0.367715,-0.327026
0.325962,0.8414
0.927842,0.494551
-1.042189,-0.804762
0.802597,0.899059
-0.764692,-1.206036
0.698126,-0.926804
-0.441926,0.936401
0.940564,-0.70366
0.46058,-0.601565
-0.71748,-0.578247
-0.953047,0.724556
-1.088192,-0.470277
-0.668714,0.881411
0.585416,-0.829891
0.187052,0.60507
-0.591412,-0.463649
-0.808286,0.632198
0.358757,0.879357
0.682053,0.447085
-0.635767,0.602475
0.671814,-0.703385
0.293054,-0.608379
0.71912,-0.638325
-0.615287,-0.902241
1.043721,-0.655252
-0.455361,-0.924763
-0.316155,1.144218
1.04152,0.593315
0.864478,-0.625988
-0.552348,-0.988049
-0.377549,0.707713
-0.658247,0.863352
0.785865,0.578574
0.815058,-0.877833
0.596104,0.847573
0.429375,-0.370699
-0.747346,-0.959492
-0.601541,0.69309
0.583704,-1.130803
-1.254385,-0.483766
0.372144,1.090366
-0.451605,-0.820636
-0.500487,-0.371985
-0.81428,0.568327
0.961945,0.406841
0.798519,-0.699043
-0.837478,0.51119
0.763921,0.241147
-0.49607,0.798089
0.470837,0.827489
-0.765635,-0.991671
-0.324173,0.714195
0.102422,1.009394
0.604805,-0.359188
-0.713501,-0.865023
-0.928775,-1.196423
-0.807648,0.741493
0.969392,-0.88592
0.630153,-0.646784
-0.720793,-0.43274
-0.820101,0.781858
0.685314,0.558445
-0.586389,-0.619282
-0.558141,0.915139
0.934668,0.413232
-0.786976,0.455697
-0.865222,0.744848
0.825126,1.008074
0.671601,-1.032241
-0.431143,-0.494338
-0.620374,0.188498
0.628692,-0.469777
0.718939,0.763854
-0.466309,0.790401
0.470808,-0.769637
0.339035,-0.705936
0.981475,-0.105854
0.706674,-0.567696
0.433325,-0.896034
-0.840916,0.649143
-0.631229,-0.902137
-0.596653,0.808976
1.04374,0.454374
0.768837,0.569322
-0.350324,-0.968245
0.730537,0.892914
-0.478584,-1.143138
0.578193,0.344459
0.660348,-0.718244
-1.106491,-0.605181
-0.650631,-0.984945
0.549332,0.994122
0.899025,0.506802
-0.364346,-0.417669
0.473276,-0.645619
0.58325,1.194856
0.971972,0.533195
-0.769516,0.557607
0.454804,-0.520433
0.802575,-0.556883
-0.650849,-0.499551
-0.588515,-0.601397
0.580434,-0.743203
-0.433307,-0.643066
0.735003,-1.005984
-0.574839,-0.482583
-0.796842,0.318317
-0.896478,-0.438154
0.882651,0.52703
0.995455,0.626369
-0.273671,-0.858629
-0.837002,-0.671405
-0.063451,-0.731194
0.537721,0.832998
-0.550335,0.762725
0.394405,-0.564995
0.771317,-1.073471
0.697538,0.651137
0.944309,-0.488907
-0.783497,0.690469
-1.033687,0.568684
0.390583,-0.652501
0.756795,-0.670277
-0.67016,0.978829
-0.800631,-1.063548
0.712957,-0.728644
0.748954,0.549266
-0.861054,-0.634341
0.630202,-0.495905
0.647479,-0.953066
-0.681438,0.864121
0.682223,-0.539382
0.766335,-0.587189
-0.547486,-1.018297
-0.049877,0.819799
0.679797,-1.00569
1.13947,-0.712339
0.646728,-0.589307
-0.878447,-0.36313
-0.821524,-0.882673
0.648134,-0.948389
0.666171,1.047702
0.632786,0.326278
-0.707174,0.112075
-0.877655,-0.791726
0.72355,1.010568
